Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
F,C,Y,26,39,24,50,84
M,D,O,94,35,81,51,78
M,B,Y,33,45,13,62,41
F,E,M,62,39,8,75,99
M,C,O,91,60,71,51,79
M,B,U,8,56,71,59,19
F,B,O,87,18,58,42,65
M,E,Y,37,52,8,50,38
M,C,Y,36,42,9,62,43
M,E,U,8,66,71,49,30
F,C,Y,33,41,13,52,27
F,E,Y,27,56,22,51,21
F,E,Y,19,60,39,44,73
M,A,U,12,52,58,60,26
F,E,M,63,38,9,75,57
M,D,Y,38,42,7,48,38
M,C,M,50,47,2,75,55
M,C,O,86,59,55,52,76
F,D,Y,32,50,14,41,39
M,D,O,92,45,74,44,93
F,B,O,74,11,26,50,91
F,E,Y,26,57,24,59,45
F,A,M,50,29,2,72,25
M,A,O,80,113,39,48,86
M,B,M,49,52,2,68,58
F,D,O,72,47,22,55,50
F,E,U,10,65,64,48,70
F,A,M,42,33,4,71,52
F,B,O,75,15,28,50,46
M,D,Y,19,38,39,33,44
M,A,U,11,50,61,53,27
F,C,U,5,32,81,48,65
M,A,M,52,25,2,58,56
F,D,O,77,35,32,54,27
F,B,M,43,58,4,67,60
M,C,Y,21,37,34,44,41
F,B,U,9,55,68,60,79
F,A,M,41,69,5,77,30
M,A,O,72,49,22,43,84
M,E,O,85,28,52,51,93
M,C,O,92,61,74,51,75
F,A,Y,34,23,12,48,50
F,C,Y,20,37,37,52,29
M,E,U,13,64,55,58,29
M,E,O,91,24,71,54,70
M,B,O,90,46,68,51,95
M,A,U,6,23,78,52,24
F,D,M,53,50,2,76,56
M,C,U,14,35,52,56,28
M,E,M,56,42,4,72,57
F,B,M,45,47,3,68,70
F,C,O,84,58,50,55,38
F,A,U,7,54,74,58,68
M,D,U,11,36,61,55,27
M,E,M,44,48,3,73,46
M,D,Y,25,29,26,46,39
M,C,Y,20,37,37,57,35
F,C,Y,31,40,16,45,41
F,E,U,8,66,71,47,78
F,D,U,10,48,64,66,31
F,D,M,53,46,2,76,72
F,D,Y,26,39,24,57,41
F,C,U,12,34,58,55,66
M,E,U,9,66,68,41,29
F,B,M,61,51,7,70,77
F,B,M,59,45,6,73,35
F,C,U,15,35,50,46,66
F,C,U,5,32,81,59,66
F,B,O,93,11,78,53,38
F,B,M,53,45,2,70,44
M,E,U,5,68,81,38,16
F,C,O,79,56,37,51,78
M,C,M,41,44,5,71,46
F,E,M,41,50,5,68,42
M,E,U,14,63,52,46,18
M,E,U,14,63,52,57,22
F,A,M,42,64,4,66,68
M,E,O,69,36,17,48,77
M,E,O,79,30,37,52,85
F,B,O,72,11,22,43,61
M,C,M,41,44,5,69,54
F,B,O,92,19,74,48,54
M,B,Y,27,58,22,29,39
M,D,O,68,26,16,45,84
M,A,U,15,65,50,50,13
M,C,O,73,54,24,43,73
M,C,U,6,32,78,55,13
F,E,U,10,65,64,56,55
M,A,U,15,29,50,46,22
M,A,M,57,26,4,74,54
F,D,O,78,44,34,42,80
M,E,M,53,44,2,74,50
M,D,Y,28,47,20,58,42
M,E,U,8,66,71,64,23
M,D,U,11,29,61,58,30
M,B,M,59,49,6,69,53
M,C,Y,22,37,32,52,35
F,B,M,41,40,5,65,80
M,A,O,77,69,32,42,93
F,A,M,61,27,7,75,52
F,C,U,15,35,50,54,71
M,A,U,10,48,64,53,14
M,C,U,5,32,81,49,17
F,E,Y,33,54,13,45,27
M,C,Y,33,41,13,42,44
F,B,M,46,37,2,77,96
F,B,Y,28,57,20,48,70
F,E,M,55,42,3,72,68
F,B,M,63,35,9,67,48
M,C,U,15,35,50,47,10
M,E,O,86,27,55,57,71
F,B,Y,26,57,24,52,68
F,E,M,44,48,3,71,59
M,E,O,93,24,78,52,92
F,A,U,8,22,71,44,83
M,A,Y,33,34,13,51,38
F,A,M,41,47,5,74,56
F,C,M,64,113,10,66,75
M,E,U,10,65,64,48,27
F,D,Y,36,30,9,61,55
M,C,Y,35,42,10,47,35
F,B,U,12,48,58,64,95
F,C,U,7,32,74,49,51
F,E,M,63,38,9,68,77
F,A,M,51,47,2,70,51
F,C,M,49,46,2,71,40
M,B,M,40,55,6,71,54
M,A,Y,33,68,13,56,41
M,C,Y,24,38,28,28,43
M,E,Y,30,55,17,49,42
M,D,U,7,33,74,64,18
M,B,Y,24,38,28,51,37
F,C,O,85,58,52,51,43
M,E,M,52,44,2,71,48
F,A,U,6,43,78,40,42
M,B,M,60,38,6,72,54
M,A,Y,22,36,32,43,43
F,D,U,11,30,61,43,61
M,C,M,61,50,7,70,50
M,A,U,14,31,52,41,13
M,D,M,52,38,2,71,46
F,E,Y,27,56,22,42,99
F,C,M,51,47,2,65,78
M,B,O,89,25,64,47,69
M,B,U,11,59,61,46,21
M,D,Y,21,47,34,61,35
M,A,O,74,45,26,49,65
F,E,U,11,64,61,44,69
M,A,M,43,49,4,72,46
F,B,Y,31,65,16,37,88
F,B,U,10,43,64,47,73
M,C,O,83,58,47,45,88
F,E,U,11,64,61,49,47
F,B,M,63,41,9,67,67
F,D,O,88,33,61,60,72
M,D,M,60,39,6,76,53
F,C,O,88,59,61,38,93
M,C,U,9,33,68,59,26
F,A,U,9,25,68,52,46
F,D,M,57,44,4,74,79
F,B,U,15,27,50,51,23
M,E,Y,28,56,20,52,36
F,E,U,12,64,58,43,32
F,B,U,9,52,68,46,70
M,D,M,56,28,4,71,54
F,D,M,59,39,6,78,53
F,C,U,15,35,50,42,71
M,D,O,72,35,22,49,92
F,C,M,61,50,7,73,41
F,E,U,14,63,52,50,56
F,B,Y,20,53,37,34,42
M,C,U,12,34,58,60,13
F,B,U,9,26,68,47,59
F,E,M,52,44,2,74,27
M,D,M,54,50,3,70,54
F,A,U,8,27,71,66,24
F,A,U,8,26,71,47,95
M,C,Y,28,39,20,35,41
M,B,U,12,20,58,41,24
M,A,Y,34,55,12,47,41
M,C,Y,16,35,47,58,44
F,A,U,7,59,74,58,89
M,A,U,11,38,61,48,17
F,D,U,11,38,61,45,75
M,C,M,54,48,3,75,50
M,D,Y,25,35,26,64,38
F,C,U,13,34,55,42,97
F,B,U,8,35,71,50,64
F,E,U,10,65,64,47,68
M,E,U,6,67,78,50,13
F,D,U,8,40,71,53,59
M,C,M,49,46,2,69,52
F,B,O,70,15,19,56,80
M,A,U,10,26,64,55,29
M,E,O,69,36,17,49,72
F,B,O,72,13,22,39,76
M,C,Y,28,39,20,48,40
F,C,O,90,60,68,38,97
M,D,O,91,43,71,46,90
M,E,O,76,32,30,46,72
F,E,O,70,35,19,56,60
F,E,Y,36,52,9,53,52
F,D,Y,24,42,28,47,81
M,A,O,84,65,50,53,68
M,D,Y,22,46,32,44,36
M,C,U,7,32,74,52,27
M,D,M,56,49,4,73,57
F,A,Y,25,30,26,44,64
F,C,Y,17,36,44,61,60
M,B,U,6,24,78,48,20
F,A,M,50,65,2,66,62
M,E,U,11,64,61,45,29
F,B,U,10,23,64,50,91
F,C,U,7,32,74,54,45
M,B,M,60,57,6,75,46
M,A,Y,20,40,37,58,40
F,E,Y,31,54,16,48,53
F,C,U,9,33,68,49,68
F,C,M,56,49,4,72,30
M,A,Y,26,57,24,43,38
F,A,M,62,33,8,78,78
M,E,M,49,46,2,75,49
M,D,Y,27,46,22,46,42
F,A,O,79,24,37,41,49
F,C,Y,32,41,14,41,99
F,B,Y,18,67,42,49,55
M,A,O,73,22,24,49,90
F,E,Y,20,60,37,42,75
F,E,O,70,35,19,54,45
M,E,O,75,32,28,51,81
F,D,O,71,48,20,45,63
F,C,Y,36,42,9,62,92
F,E,U,7,66,74,51,64
M,A,Y,19,21,39,49,43
M,E,O,81,30,42,49,82
F,D,O,69,43,17,47,27
M,D,M,49,37,2,67,52
M,C,Y,29,40,19,54,41
M,B,O,67,48,14,62,74
F,B,O,74,11,26,48,64
F,E,M,40,50,6,67,62
M,A,U,15,36,50,51,30
F,B,M,59,38,6,69,46
F,D,M,42,26,4,72,31
F,C,U,7,32,74,47,99
F,C,U,9,33,68,54,79
F,D,Y,38,46,7,55,56
F,E,O,81,30,42,56,38
F,E,U,6,67,78,49,75
M,D,Y,35,25,10,66,39
M,B,U,13,23,55,60,22
M,B,Y,35,33,10,58,43
F,B,O,88,18,61,43,52
F,D,M,42,47,4,63,34
M,B,O,92,36,74,55,87
F,B,Y,30,56,17,52,31
F,A,U,11,63,61,50,100
M,D,Y,29,39,19,47,42
F,C,Y,35,42,10,48,67
F,B,O,69,11,17,52,27
F,D,Y,18,36,42,44,21
M,D,U,5,32,81,49,11
M,D,M,57,29,4,75,55
F,A,Y,36,50,9,57,45
M,B,M,54,53,3,68,56
F,D,Y,34,31,12,46,22
F,E,M,60,40,6,76,84
F,E,Y,20,60,37,44,34
F,D,Y,34,49,12,54,81
F,A,Y,37,60,8,52,64
M,C,M,47,46,2,77,55
M,A,M,57,67,4,75,50
F,E,U,15,62,50,45,87
F,B,U,9,20,68,44,77
M,D,U,13,47,55,56,19
F,B,O,80,20,39,42,39
F,A,U,7,39,74,61,65
M,D,O,76,47,30,55,93
F,A,Y,38,47,7,48,32
F,D,M,61,47,7,70,65
F,E,Y,21,60,34,55,83
M,D,U,8,116,71,48,10
M,C,O,67,52,14,53,82
F,C,M,61,50,7,70,72
F,E,Y,33,54,13,42,79
F,A,O,81,40,42,56,43
M,A,O,69,58,17,39,86
M,A,U,8,69,71,44,22
F,C,M,48,46,2,68,88
M,A,U,6,16,78,50,24
M,A,Y,30,29,17,49,41
M,C,O,78,56,34,46,87
M,D,O,69,48,17,47,84
M,A,Y,32,44,14,54,36
M,A,Y,35,20,10,62,37
M,A,M,42,64,4,73,58
M,A,U,9,51,68,48,23
F,C,U,11,34,61,49,78
F,E,M,52,44,2,80,54
M,E,Y,22,59,32,59,42
M,B,U,13,22,55,51,20
M,C,M,44,45,3,72,59
F,C,O,87,59,58,60,92
F,A,Y,19,32,39,50,66
M,B,U,10,35,64,52,27
F,B,U,7,21,74,49,93
F,B,U,15,43,50,57,61
M,B,O,72,35,22,52,88
F,C,M,49,46,2,71,70
M,E,M,60,40,6,71,59
F,B,M,59,36,6,77,74
M,B,M,53,44,2,74,53
F,E,U,9,66,68,51,75
F,A,U,12,52,58,54,30
F,A,U,12,18,58,60,54
F,D,U,8,36,71,51,34
F,B,O,89,17,64,40,24
M,D,O,78,32,34,52,89
M,B,M,52,40,2,71,50
F,D,U,8,39,71,54,75
M,E,U,13,64,55,44,29
M,A,U,11,52,61,43,18
M,A,M,56,30,4,71,58
M,C,U,5,32,81,45,23
M,A,M,55,66,3,68,47
F,C,U,8,33,71,53,41
F,B,Y,21,61,34,49,32
F,D,U,14,30,52,54,63
F,C,M,40,43,6,75,46
M,A,M,62,23,8,73,51
F,E,U,13,64,55,35,96
M,E,Y,24,58,28,58,37
M,B,U,6,35,78,47,14
M,B,O,78,116,34,45,68
F,A,U,15,18,50,49,31
M,E,Y,18,61,42,51,44
M,A,M,46,39,2,71,55
M,C,U,7,32,74,53,27
M,A,O,94,29,81,48,82
M,E,O,76,32,30,57,72
M,B,U,15,57,50,60,11
M,C,M,64,51,10,64,59
M,B,O,94,44,81,51,68
F,B,M,41,25,5,72,93
F,A,U,12,27,58,52,62
F,C,Y,32,41,14,50,51
F,D,O,74,39,26,47,57
M,E,U,11,64,61,46,21
M,D,U,8,45,71,56,28
M,E,O,80,30,39,41,94
F,C,Y,17,36,44,57,41
F,E,Y,22,59,32,46,66
F,C,Y,30,40,17,49,27
M,D,U,12,28,58,54,28
M,B,U,8,40,71,45,11
M,C,O,76,55,30,43,91
F,E,O,68,36,16,44,44
F,A,Y,21,37,34,55,41
M,E,O,73,34,24,38,85
F,E,M,44,114,3,67,70
M,E,U,6,67,78,49,10
F,C,U,11,34,61,55,44
F,B,Y,27,60,22,52,56
M,D,Y,17,37,44,50,42
F,B,M,57,50,4,73,66
M,E,Y,20,60,37,50,37
F,D,M,49,33,2,65,58
F,D,U,10,29,64,59,50
F,A,O,75,67,28,54,63
M,D,Y,24,111,28,42,43
F,D,U,12,30,58,44,98
M,D,Y,22,47,32,38,36
F,A,U,9,62,68,47,39
F,C,M,41,44,5,68,69
F,C,O,76,55,30,47,30
M,C,M,52,47,2,73,54
M,D,U,7,38,74,37,17
F,D,M,56,30,4,72,28
F,A,U,12,36,58,46,29
F,A,Y,23,70,30,35,28
F,E,U,8,66,71,50,33
M,D,U,8,30,71,42,12
M,E,O,91,24,71,48,74
F,C,O,78,56,34,61,93
F,D,M,53,46,2,67,62
M,C,M,46,45,2,74,59
M,C,M,40,43,6,68,58
F,E,O,92,24,74,37,57
M,D,Y,30,45,17,41,44
M,B,M,54,55,3,66,46
M,C,O,90,60,68,37,87
M,A,M,45,25,3,69,49
F,A,U,9,39,68,51,58
F,C,U,7,32,74,56,71
M,E,U,10,65,64,55,21
F,E,M,40,50,6,70,53
F,C,O,73,54,24,68,50
F,B,M,45,26,3,72,40
M,D,M,59,30,6,64,46
F,A,Y,29,66,19,40,78
F,E,Y,33,54,13,49,60
F,C,U,9,33,68,60,51
M,A,O,83,42,47,47,69
M,A,U,9,64,68,48,28
M,D,O,87,29,58,52,69
F,B,U,14,31,52,58,43
M,B,O,91,40,71,58,69
F,C,Y,34,41,12,45,62
M,C,Y,34,41,12,57,40
F,C,M,57,49,4,66,67
M,A,U,8,51,71,54,13
F,D,M,58,34,5,68,61
F,A,U,8,56,71,49,85
M,B,U,8,33,71,52,11
F,A,U,6,61,78,54,76
F,B,U,7,57,74,56,79
F,D,M,41,34,5,70,66
F,D,U,9,36,68,59,75
M,B,O,94,40,81,65,80
F,A,O,75,58,28,47,26
F,E,M,41,50,5,71,78
M,C,O,75,55,28,62,82
M,B,O,90,42,68,50,92
M,B,U,14,36,52,45,25
F,E,U,8,66,71,45,42
M,D,U,12,38,58,49,29
M,C,U,10,33,64,43,13
F,B,M,54,20,3,70,56
M,B,O,94,32,81,55,85
F,A,M,48,53,2,66,93
M,E,U,8,66,71,47,21
M,C,Y,33,41,13,48,38
M,C,U,9,33,68,46,17
F,B,O,66,12,13,50,35
M,D,Y,38,29,7,50,36
F,E,Y,21,60,34,54,33
M,D,U,9,40,68,42,19
M,E,M,42,49,4,66,57
F,A,U,15,40,50,54,81
F,A,O,88,34,61,59,38
M,E,O,67,36,14,50,82
M,E,Y,30,55,17,54,36
M,B,O,85,50,52,43,74
F,E,M,62,39,8,64,53
M,E,Y,34,53,12,45,44
F,D,Y,25,29,26,58,55
M,D,M,57,37,4,66,60
F,D,O,84,28,50,69,58
F,E,M,43,48,4,64,86
F,C,Y,21,37,34,58,33
M,E,O,81,30,42,50,91
F,C,U,10,33,64,56,84
F,E,M,64,38,10,72,60
F,C,U,12,34,58,50,95
M,B,M,62,45,8,68,51
M,D,O,76,49,30,50,79
M,D,M,41,37,5,72,55
F,A,O,73,26,24,57,37
F,E,M,42,49,4,71,62
F,A,O,80,32,39,52,52
F,C,U,7,32,74,58,88
M,B,Y,39,26,6,48,36
M,C,M,62,51,8,79,59
M,B,M,47,31,2,70,48
M,C,U,10,33,64,52,27
M,D,M,57,27,4,67,47
M,A,M,53,61,2,68,46
M,E,U,7,66,74,50,26
M,E,O,90,25,68,56,75
F,C,O,91,60,71,41,67
F,C,U,9,33,68,53,23
M,E,M,40,50,6,72,47
M,B,U,14,28,52,54,18
M,B,O,87,20,58,47,71
F,B,M,45,22,3,68,95
M,E,O,67,36,14,46,91
F,A,M,57,59,4,72,79
M,A,O,88,70,61,47,87
F,D,M,63,38,9,69,92
M,D,O,87,29,58,64,80
F,C,O,88,59,61,39,51
F,A,U,14,49,52,49,44
F,B,Y,30,54,17,50,21
F,B,U,8,39,71,47,58
M,A,Y,26,66,24,65,40
F,D,Y,20,36,37,48,65
M,A,Y,36,20,9,42,37
F,B,M,41,29,5,75,62
M,C,O,83,58,47,50,67
M,A,Y,35,19,10,43,45
M,E,M,57,42,4,71,59
F,C,Y,35,42,10,57,39
F,C,U,8,33,71,49,55
F,D,O,78,39,34,56,46
M,C,Y,22,37,32,58,41
F,A,O,93,38,78,54,84
M,C,O,81,57,42,55,75
M,E,Y,30,55,17,48,36
F,A,U,13,56,55,50,45
F,A,M,56,66,4,68,85
F,D,M,55,48,3,74,98
F,A,M,46,67,2,71,24
M,D,O,89,47,64,48,91
M,B,M,42,59,4,65,52
F,E,U,10,65,64,52,62
M,C,U,13,34,55,43,25
F,E,O,91,24,71,47,59
F,E,O,82,29,44,55,88
M,C,U,8,33,71,39,15
F,E,M,56,42,4,72,56
M,B,M,51,37,2,68,52
F,B,M,56,51,4,64,81
M,B,O,91,22,71,40,91
M,B,U,10,49,64,51,25
M,C,Y,28,39,20,42,42
F,D,Y,34,30,12,59,22
M,A,M,48,61,2,72,56
M,B,Y,37,27,8,59,39
F,A,O,77,20,32,53,86
F,D,Y,25,28,26,49,63
F,A,O,88,62,61,56,98
M,D,O,90,39,68,43,95
M,D,Y,33,44,13,50,36
F,C,U,11,34,61,46,90
F,C,Y,27,39,22,39,94
M,D,Y,19,28,39,60,43
M,C,O,72,54,22,42,66
F,D,O,74,37,26,46,24
F,C,M,48,46,2,71,69
M,C,M,53,48,2,75,56
M,A,M,63,21,9,73,53
M,B,Y,26,44,24,53,42
F,A,M,61,29,7,62,81
M,A,O,90,69,68,50,82
F,C,U,10,33,64,42,90
F,E,O,71,34,20,52,36
F,E,M,53,44,2,69,45
M,E,M,53,44,2,68,51
F,C,Y,25,38,26,34,59
F,E,Y,19,60,39,68,88
F,E,U,8,66,71,65,61
M,B,O,65,41,12,57,95
F,E,U,7,66,74,45,73
F,C,U,10,114,64,55,45
F,B,U,14,28,52,48,91
F,E,O,91,24,71,51,88
M,D,M,46,38,2,72,48
F,D,U,7,30,74,51,31
F,D,O,67,38,14,45,54
M,B,U,11,45,61,51,17
M,D,U,14,26,52,44,17
F,B,U,7,36,74,58,29
F,E,Y,23,58,30,60,79
F,C,Y,17,36,44,55,96
M,A,Y,21,60,34,51,35
M,A,O,78,32,34,51,74
M,E,U,13,64,55,61,18
M,D,Y,26,27,24,53,43
M,C,U,14,35,52,41,23
F,B,O,87,14,58,46,44
M,E,Y,34,53,12,47,44
M,A,Y,28,15,20,53,45
F,D,M,47,26,2,70,28
M,E,O,94,23,81,46,69
F,D,U,10,37,64,58,92
F,D,U,12,27,58,43,84
F,E,U,6,67,78,50,67
F,A,Y,31,19,16,56,94
M,D,M,58,120,5,70,53
M,D,Y,30,46,17,52,41
F,B,Y,38,51,7,47,87
F,E,Y,35,52,10,57,35
F,D,O,74,40,26,42,95
M,A,O,79,23,37,61,87
M,E,M,59,40,6,70,56
F,E,O,78,31,34,45,56
M,B,U,10,43,64,46,14
M,E,U,9,66,68,35,26
F,A,O,66,36,13,39,65
M,A,M,62,58,8,72,51
M,C,Y,30,40,17,42,37
F,D,Y,30,41,17,53,21
F,E,M,57,42,4,67,95
F,C,Y,26,39,24,40,29
M,B,U,13,37,55,40,10
F,B,U,8,38,71,43,98
F,B,Y,36,66,9,51,47
M,E,O,73,34,24,51,69
F,E,Y,31,54,16,59,53
M,C,M,44,45,3,72,54
M,A,Y,33,67,13,38,40
M,B,U,10,46,64,43,14
M,E,O,87,26,58,48,65
M,C,U,11,34,61,41,19
M,A,U,12,33,58,46,19
M,E,U,14,113,52,49,21
M,B,M,47,37,2,64,50
M,A,U,11,32,61,50,15
M,A,O,88,15,61,62,68
F,E,U,7,66,74,54,37
M,A,M,62,48,8,63,48
F,E,M,51,44,2,66,31
M,A,M,43,17,4,66,50
M,D,M,55,32,3,71,58
F,B,M,53,48,2,67,48
M,B,O,73,51,24,49,70
F,A,Y,37,112,8,59,24
M,C,U,13,34,55,50,15
F,B,O,79,12,37,49,65
F,B,M,49,27,2,66,45
F,D,U,12,32,58,48,56
M,E,M,56,42,4,72,48
M,B,M,56,56,4,63,52
M,A,M,42,67,4,74,55
M,A,U,9,57,68,55,22
F,C,Y,37,42,8,64,97
F,E,O,69,36,17,49,54
M,E,U,5,68,81,56,14
F,B,M,61,35,7,73,45
F,E,Y,36,52,9,44,100
M,D,Y,35,45,10,53,41
M,B,M,59,60,6,67,52
M,D,Y,31,38,16,58,44
M,C,O,89,60,64,64,70
F,B,U,9,57,68,46,82
M,B,O,81,23,42,48,89
M,E,U,15,62,50,42,27
M,A,O,74,24,26,61,83
F,D,Y,30,26,17,59,53
M,C,U,11,34,61,47,29
M,A,Y,26,39,24,48,36
M,C,M,64,51,10,72,47
F,E,M,61,40,7,70,32
F,A,U,12,57,58,52,50
M,B,O,66,50,13,66,87
M,E,O,67,36,14,55,68
M,A,Y,31,110,16,44,37
F,A,M,56,66,4,66,36
F,C,Y,26,39,24,39,76
F,D,M,45,32,3,73,94
F,E,U,7,66,74,52,38
M,C,O,93,61,78,55,65
M,D,M,47,25,2,71,50
F,B,Y,32,53,14,55,59
F,E,Y,18,61,42,46,30
M,E,M,64,38,10,71,54
F,E,O,67,36,14,52,36
F,E,O,93,24,78,49,61
F,E,Y,22,59,32,54,38
M,B,U,11,55,61,64,11
M,A,Y,35,17,10,52,44
M,A,Y,24,32,28,41,44
F,E,M,44,48,3,75,48
F,B,M,44,36,3,66,64
M,C,U,8,33,71,44,11
M,B,Y,26,27,24,59,44
M,B,U,14,20,52,48,18
M,D,O,70,28,19,53,67
F,C,M,46,45,2,70,86
F,B,M,60,35,6,76,100
F,A,M,43,24,4,63,66
F,A,U,7,16,74,56,99
F,E,M,45,48,3,65,25
M,E,U,13,64,55,49,26
M,E,O,83,28,47,64,77
F,C,Y,25,38,26,54,97
F,D,Y,37,26,8,62,43
F,B,O,76,19,30,59,41
M,B,Y,34,59,12,38,43
F,E,U,11,64,61,54,64
F,A,U,10,46,64,41,30
F,E,U,12,64,58,45,82
M,A,U,7,119,74,53,26
M,C,M,52,47,2,72,51
F,C,O,71,54,20,57,98
M,C,O,70,53,19,46,93
M,E,M,48,46,2,72,59
M,B,U,13,25,55,46,30
F,D,O,93,46,78,54,69
M,A,U,14,18,52,46,18
M,B,O,69,31,17,37,66
F,D,O,79,33,37,39,97
M,A,U,8,62,71,50,27
M,A,M,56,22,4,70,48
F,B,Y,22,61,32,42,47
M,D,Y,30,30,17,61,41
F,C,M,53,48,2,73,71
M,D,U,6,34,78,54,21
M,A,U,8,40,71,55,11
M,E,Y,21,60,34,42,35
M,C,O,87,59,58,45,79
M,D,M,44,36,3,68,53
M,C,Y,18,36,42,68,40
M,E,U,13,64,55,52,26
F,A,O,78,52,34,33,59
M,B,U,6,31,78,49,26
F,C,U,13,34,55,58,23
F,A,U,7,17,74,49,38
F,C,O,84,58,50,51,54
M,C,M,56,49,4,66,46
M,B,U,9,58,68,45,16
F,C,O,68,53,16,49,88
M,C,O,79,56,37,49,91
M,A,M,48,31,2,62,46
F,C,M,59,50,6,68,47
F,B,U,6,56,78,62,83
F,A,Y,34,58,12,59,91
F,A,U,5,63,81,61,77
M,A,Y,21,65,34,49,43
M,C,U,12,34,58,49,27
F,A,M,43,18,4,68,37
M,A,O,76,24,30,57,81
F,C,O,67,52,14,48,44
M,A,Y,37,16,8,37,35
M,B,U,5,58,81,52,21
F,A,O,92,28,74,38,53
F,D,U,14,44,52,54,73
M,B,U,7,48,74,46,26
F,C,Y,19,36,39,51,71
F,C,O,89,60,64,33,41
M,E,U,8,66,71,33,20
M,E,O,90,25,68,64,77
F,E,Y,25,58,26,58,76
M,D,Y,27,29,22,48,41
F,B,O,87,19,58,49,42
F,C,O,72,54,22,54,22
M,B,U,9,58,68,59,19
M,B,M,58,31,5,68,49
M,D,U,12,34,58,53,26
F,E,M,48,46,2,69,24
F,A,Y,28,37,20,58,39
F,A,O,87,43,58,53,97
F,C,U,8,33,71,44,83
M,A,U,8,41,71,51,14
M,B,U,12,47,58,45,21
F,B,O,85,13,52,50,81
M,B,Y,33,41,13,56,37
M,E,M,58,41,5,68,53
M,B,U,9,55,68,59,13
F,B,O,67,12,14,42,37
F,E,O,74,33,26,56,61
F,D,Y,29,43,19,60,95
F,A,O,87,45,58,60,45
M,A,U,14,116,52,43,16
M,D,O,68,41,16,54,73
M,D,M,41,115,5,69,48
F,C,Y,39,43,6,38,62
F,A,O,73,47,24,48,96
M,E,Y,25,58,26,45,42
F,E,Y,35,52,10,39,50
F,B,O,80,19,39,55,96
M,B,M,51,57,2,75,57
M,A,U,15,34,50,45,20
F,A,Y,36,63,9,76,99
M,D,Y,31,26,16,51,39
F,D,U,14,49,52,59,87
M,D,O,83,41,47,50,72
M,D,Y,29,37,19,41,42
M,C,Y,26,39,24,49,41
M,B,O,85,50,52,52,83
F,E,Y,37,52,8,47,25
M,E,Y,39,50,6,40,41
F,E,M,59,40,6,65,63
F,B,O,74,18,26,43,24
M,E,M,60,40,6,71,48
M,C,U,13,34,55,46,21
F,A,O,68,32,16,53,38
F,A,O,70,43,19,39,85
F,C,U,13,34,55,56,44
F,E,U,10,65,64,50,26
F,C,O,78,56,34,54,21
F,B,U,12,51,58,47,66
M,D,Y,27,29,22,36,42
M,C,U,8,33,71,43,26
M,A,M,61,44,7,75,53
F,B,Y,18,67,42,62,84
M,B,O,90,30,68,57,91
M,C,U,6,32,78,53,25
F,C,M,54,48,3,69,95
M,E,U,15,62,50,43,12
F,D,O,90,35,68,42,71
F,E,M,42,49,4,69,63
F,D,Y,24,34,28,63,35
M,A,O,93,29,78,51,83
F,D,Y,36,40,9,47,79
F,E,M,49,46,2,68,21
M,E,Y,27,56,22,64,43
M,B,M,40,39,6,72,50
F,D,Y,18,47,42,47,40
M,D,U,11,38,61,48,20
M,A,Y,38,51,7,60,36
M,A,O,87,34,58,40,77
M,A,O,94,36,81,45,79
M,B,M,52,31,2,73,56
M,D,Y,31,40,16,51,45
F,A,U,5,19,81,44,54
F,D,O,85,27,52,35,77
F,D,Y,35,32,10,37,56
M,C,O,75,55,28,53,81
F,A,O,91,27,71,57,98
F,A,M,48,63,2,75,80
F,A,O,93,16,78,51,24
M,E,O,74,33,26,55,88
F,B,O,68,14,16,42,87
M,D,M,63,35,9,76,54
M,A,O,95,17,85,55,83
M,E,M,54,43,3,65,53
F,E,U,7,66,74,54,24
F,A,Y,31,24,16,49,93
M,A,O,77,58,32,59,89
M,B,M,47,44,2,73,48
F,E,M,53,44,2,76,44
F,D,Y,36,44,9,47,41
F,C,M,56,49,4,71,61
F,D,U,6,33,78,52,72
M,D,Y,24,35,28,48,42
M,A,M,56,25,4,74,47
M,C,U,9,33,68,66,20
M,D,U,7,36,74,51,27
M,E,M,50,45,2,66,56
F,B,O,94,12,81,53,61
F,E,Y,35,52,10,40,97
F,B,O,79,15,37,59,72
F,E,O,85,28,52,45,42
M,B,Y,38,58,7,47,44
F,D,Y,28,35,20,66,91
F,E,M,42,49,4,67,78
F,A,M,56,55,4,70,60
F,D,U,15,29,50,52,21
F,C,M,57,49,4,67,26
M,A,O,69,50,17,45,69
F,E,O,86,27,55,41,30
F,B,M,61,57,7,68,96
M,C,U,9,33,68,56,12
F,D,Y,30,26,17,64,44
M,E,Y,19,60,39,45,36
M,E,O,93,24,78,60,94
M,D,Y,26,37,24,57,39
M,E,O,70,35,19,50,80
M,E,O,85,28,52,62,89
M,E,O,71,34,20,53,77
M,C,M,59,50,6,72,51
M,A,M,61,18,7,68,52
M,D,U,12,35,58,57,29
F,C,O,77,56,32,43,85
M,C,M,57,112,4,71,50
F,E,O,76,32,30,49,77
M,E,O,75,32,28,55,69
F,A,M,60,45,6,72,54
F,E,M,56,42,4,67,84
M,B,U,11,59,61,50,21
M,A,M,63,56,9,70,45
M,D,M,45,25,3,65,50
M,C,Y,21,37,34,41,37
F,E,O,78,31,34,52,59
M,B,O,84,26,50,56,91
M,E,U,14,63,52,48,14
F,E,U,12,64,58,47,32
M,E,Y,32,54,14,49,40
